Zip3,Higher % blacks than state,Higher % blacks than country,Higher % bachelors degrees than state,Higher % graduate degrees than state,Higher % high school degree than state,Higher % no diploma than state,Higher % some college than state,Higher % unemployment than state,Higher median income than state,Higher % powerty than state
793,False,False,False,False,True,True,False,False,True,False
794,False,False,True,True,False,False,True,False,False,False
795,False,False,False,False,True,False,True,False,True,False
796,False,False,True,True,True,False,False,False,True,False
797,False,False,False,False,True,True,True,False,True,False
798,False,False,False,False,False,True,False,True,False,True
753,False,False,False,False,False,False,False,False,False,False
754,False,False,False,False,True,False,True,True,False,True
755,True,True,False,False,True,False,True,True,False,True
756,True,True,False,False,True,False,True,True,False,False
757,True,True,False,False,True,False,True,True,False,False
758,True,True,False,False,True,True,True,False,False,False
759,True,True,False,False,True,True,True,True,False,True
761,True,True,False,False,True,True,True,True,False,True
768,False,False,False,False,True,True,True,False,False,False
769,False,False,False,False,True,False,True,False,False,False
777,True,True,False,False,True,False,True,True,False,True
778,True,False,True,True,False,False,False,False,False,True
779,False,False,False,False,True,False,True,False,False,False
781,False,False,False,False,True,False,True,False,True,False
789,False,False,False,False,True,False,False,False,False,False
791,False,False,False,False,True,False,True,False,False,False
799,False,False,False,False,False,True,True,True,False,True
576,False,False,False,False,True,True,False,True,False,True
570,False,False,True,True,False,False,False,False,True,False
571,True,False,True,True,False,False,False,False,True,False
572,False,False,False,False,True,True,False,False,False,False
573,False,False,False,False,True,True,False,False,False,False
574,False,False,False,False,True,False,False,False,False,False
575,False,False,False,True,True,True,False,True,False,True
577,False,False,False,False,False,False,True,True,False,True
